payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00004103,LOAN0007778,2023-01-03,2022-12-15,1630.26,1630.26,978.16,652.1,On-Time,ACH,0
PAY00004104,LOAN0008573,2023-09-21,2023-09-10,261.89,261.89,157.13,104.76,Late,Check,1
PAY00004105,LOAN0005551,2023-02-27,2023-02-01,9429.81,9429.81,5657.89,3771.92,On-Time,ACH,0
PAY00004106,LOAN0000822,2024-03-14,2024-02-27,3327.22,3327.22,1996.33,1330.89,On-Time,Check,0
PAY00004107,LOAN0009971,2023-07-27,2023-07-06,6770.52,6770.52,4062.31,2708.21,On-Time,Online,0
PAY00004108,LOAN0004017,2024-11-15,2024-11-11,3097.7,3097.7,1858.62,1239.08,On-Time,Online,0
PAY00004109,LOAN0009740,2023-10-15,2023-09-16,395.38,395.38,237.23,158.15,On-Time,Wire,0
PAY00004110,LOAN0008319,2024-07-01,2024-06-14,6648.48,6648.48,3989.09,2659.39,On-Time,Online,0
PAY00004111,LOAN0003821,2024-11-23,2024-10-26,842.08,842.08,505.25,336.83,On-Time,Check,0
PAY00004112,LOAN0001728,2023-03-13,2023-02-20,1599.33,1599.33,959.6,639.73,On-Time,Wire,0
PAY00004113,LOAN0004867,2023-03-18,2023-03-09,659.95,659.95,395.97,263.98,Late,Check,0
PAY00004114,LOAN0008700,2023-10-23,2023-10-25,600.93,600.93,360.56,240.37,Late,Wire,27
PAY00004115,LOAN0006406,2023-05-16,2023-05-05,1282.41,1282.41,769.45,512.96,On-Time,Check,0
PAY00004116,LOAN0008549,2023-03-15,2023-03-17,2673.92,2673.92,1604.35,1069.57,On-Time,Wire,0
PAY00004117,LOAN0007662,2023-10-26,2023-10-28,10797.6,10797.6,6478.56,4319.04,On-Time,Auto-Pay,0
PAY00004118,LOAN0005084,2023-04-02,2023-04-02,1324.47,1324.47,794.68,529.79,On-Time,Check,0
PAY00004119,LOAN0005796,2023-09-15,2023-08-18,66319.39,75648.07,45388.84,30259.23,Extra,Auto-Pay,0
PAY00004120,LOAN0001260,2023-07-08,2023-06-20,1657.92,1657.92,994.75,663.17,On-Time,Check,0
PAY00004121,LOAN0001717,2024-11-22,2024-10-30,2234.49,2234.49,1340.69,893.8,On-Time,ACH,0
PAY00004122,LOAN0000342,2024-09-03,2024-08-08,1416.73,1416.73,850.04,566.69,On-Time,Wire,0
PAY00004123,LOAN0009627,2023-07-15,2023-07-10,943.48,1520.23,912.14,608.09,Extra,Check,0
PAY00004124,LOAN0002823,2024-05-28,2024-05-25,767.94,767.94,460.76,307.18,On-Time,Wire,0
PAY00004125,LOAN0007809,2024-11-04,2024-10-22,651.71,651.71,391.03,260.68,On-Time,Auto-Pay,0
PAY00004126,LOAN0007142,2023-06-16,2023-05-18,16466.63,16466.63,9879.98,6586.65,On-Time,Auto-Pay,0
PAY00004127,LOAN0009962,2023-12-31,2023-12-16,1735.96,1735.96,1041.58,694.38,On-Time,Online,0
PAY00004128,LOAN0003970,2023-03-02,2023-02-28,1046.97,1046.97,628.18,418.79,On-Time,Wire,0
PAY00004129,LOAN0006956,2023-02-08,2023-02-05,1383.44,0,0.0,0.0,Missed,Check,0
PAY00004130,LOAN0003805,2024-11-05,2024-10-22,3498.15,3498.15,2098.89,1399.26,On-Time,ACH,0
PAY00004131,LOAN0002891,2024-04-04,2024-03-21,221.76,221.76,133.06,88.7,Late,Auto-Pay,24
PAY00004132,LOAN0001202,2023-02-22,2023-02-09,23977.02,23977.02,14386.21,9590.81,On-Time,Wire,0
PAY00004133,LOAN0009956,2023-10-13,2023-10-07,2094.5,2094.5,1256.7,837.8,On-Time,ACH,0
PAY00004134,LOAN0007071,2023-01-11,2023-01-08,7124.98,7124.98,4274.99,2849.99,On-Time,Wire,0
PAY00004135,LOAN0002754,2023-11-03,2023-10-26,176.64,176.64,105.98,70.66,On-Time,Check,0
PAY00004136,LOAN0000914,2024-12-12,2024-11-28,55206.4,55206.4,33123.84,22082.56,Late,Auto-Pay,22
PAY00004137,LOAN0009223,2024-07-04,2024-07-09,1147.99,1147.99,688.79,459.2,On-Time,Online,0
PAY00004138,LOAN0002810,2023-08-16,2023-07-29,3262.05,0,0.0,0.0,Missed,ACH,0
PAY00004139,LOAN0003821,2023-04-29,2023-04-24,842.08,842.08,505.25,336.83,On-Time,Wire,0
PAY00004140,LOAN0007758,2023-08-28,2023-08-09,975.74,0,0.0,0.0,Missed,Online,0
PAY00004141,LOAN0008526,2023-02-10,2023-02-04,548.04,548.04,328.82,219.22,On-Time,ACH,0
PAY00004142,LOAN0004695,2024-07-21,2024-07-09,109.5,109.5,65.7,43.8,On-Time,Auto-Pay,0
PAY00004143,LOAN0001243,2024-09-23,2024-09-11,1257.91,0,0.0,0.0,Missed,Auto-Pay,0
PAY00004144,LOAN0004785,2024-02-26,2024-02-04,5528.57,5528.57,3317.14,2211.43,On-Time,ACH,0
PAY00004145,LOAN0004925,2024-05-16,2024-04-25,17775.72,17775.72,10665.43,7110.29,Late,Online,12
PAY00004146,LOAN0001060,2023-02-16,2023-02-14,5796.75,5796.75,3478.05,2318.7,On-Time,Online,0
PAY00004147,LOAN0008738,2024-12-29,2024-12-11,1992.01,1992.01,1195.21,796.8,On-Time,Wire,0
PAY00004148,LOAN0002165,2024-12-14,2024-12-10,902.63,902.63,541.58,361.05,On-Time,ACH,0
PAY00004149,LOAN0005025,2024-03-28,2024-03-25,2300.19,2300.19,1380.11,920.08,On-Time,Auto-Pay,0
PAY00004150,LOAN0001272,2023-04-18,2023-03-19,388.33,388.33,233.0,155.33,On-Time,Check,0
PAY00004151,LOAN0004357,2023-10-19,2023-09-28,201.64,201.64,120.98,80.66,On-Time,Wire,0
PAY00004152,LOAN0000718,2024-08-05,2024-07-06,131306.18,131306.18,78783.71,52522.47,On-Time,Check,0
PAY00004153,LOAN0008710,2023-02-05,2023-02-10,792.29,792.29,475.37,316.92,On-Time,Auto-Pay,0
PAY00004154,LOAN0009416,2023-04-22,2023-03-27,517.91,517.91,310.75,207.16,On-Time,Auto-Pay,0
PAY00004155,LOAN0000102,2024-02-03,2024-01-30,842.86,842.86,505.72,337.14,Late,Wire,0
PAY00004156,LOAN0000684,2023-08-23,2023-08-26,736.07,736.07,441.64,294.43,On-Time,Check,0
PAY00004157,LOAN0009155,2024-01-17,2024-01-16,20436.34,20436.34,12261.8,8174.54,Late,Check,13
PAY00004158,LOAN0003711,2024-05-07,2024-05-03,2291.17,2291.17,1374.7,916.47,On-Time,Wire,0
PAY00004159,LOAN0004141,2023-07-24,2023-07-28,1207.29,1207.29,724.37,482.92,Late,Online,18
PAY00004160,LOAN0005326,2023-04-07,2023-03-10,503.66,503.66,302.2,201.46,Late,Check,11
PAY00004161,LOAN0008308,2023-05-04,2023-04-20,292.02,292.02,175.21,116.81,On-Time,ACH,0
PAY00004162,LOAN0001211,2023-04-16,2023-03-25,2064.91,2064.91,1238.95,825.96,On-Time,ACH,0
PAY00004163,LOAN0008861,2024-01-07,2024-01-06,758.35,758.35,455.01,303.34,On-Time,Auto-Pay,0
PAY00004164,LOAN0008031,2024-11-26,2024-11-02,786.99,786.99,472.19,314.8,On-Time,Wire,0
PAY00004165,LOAN0008957,2023-03-13,2023-03-09,1437.93,1437.93,862.76,575.17,On-Time,Wire,0
PAY00004166,LOAN0005489,2024-04-18,2024-04-07,569.05,569.05,341.43,227.62,On-Time,Online,0
PAY00004167,LOAN0004803,2024-06-04,2024-05-31,75.5,75.5,45.3,30.2,On-Time,ACH,0
PAY00004168,LOAN0002071,2023-05-04,2023-04-05,611.82,611.82,367.09,244.73,On-Time,Check,0
PAY00004169,LOAN0000576,2024-05-13,2024-04-21,1461.85,1461.85,877.11,584.74,On-Time,Wire,0
PAY00004170,LOAN0006944,2023-07-31,2023-07-10,610.87,610.87,366.52,244.35,On-Time,Check,0
PAY00004171,LOAN0003581,2023-03-12,2023-03-14,578.3,1003.84,602.3,401.54,Extra,Auto-Pay,0
PAY00004172,LOAN0007940,2024-05-20,2024-05-16,223.53,223.53,134.12,89.41,On-Time,Auto-Pay,0
PAY00004173,LOAN0000740,2024-02-11,2024-01-25,2180.61,3785.71,2271.43,1514.28,Extra,Auto-Pay,0
PAY00004174,LOAN0000128,2023-08-18,2023-08-16,1214.43,1214.43,728.66,485.77,Late,Auto-Pay,10
PAY00004175,LOAN0000956,2024-03-09,2024-02-15,691.12,691.12,414.67,276.45,On-Time,Auto-Pay,0
PAY00004176,LOAN0006641,2023-05-18,2023-05-03,360.68,311.87,187.12,124.75,Partial,ACH,0
PAY00004177,LOAN0000024,2024-06-13,2024-05-18,176.6,176.6,105.96,70.64,Late,ACH,24
PAY00004178,LOAN0003816,2023-09-08,2023-09-08,2224.62,2224.62,1334.77,889.85,On-Time,Check,0
PAY00004179,LOAN0005491,2024-01-21,2024-01-24,2540.13,3463.33,2078.0,1385.33,Extra,Wire,0
PAY00004180,LOAN0008675,2024-10-10,2024-09-10,9954.48,9954.48,5972.69,3981.79,On-Time,Auto-Pay,0
PAY00004181,LOAN0003541,2024-10-17,2024-10-14,43794.94,43794.94,26276.96,17517.98,On-Time,ACH,0
PAY00004182,LOAN0009436,2024-08-27,2024-08-27,2944.54,2944.54,1766.72,1177.82,On-Time,Check,0
PAY00004183,LOAN0003927,2024-09-14,2024-08-26,321.52,321.52,192.91,128.61,On-Time,Check,0
PAY00004184,LOAN0009163,2023-06-30,2023-06-11,555.48,555.48,333.29,222.19,On-Time,Wire,0
PAY00004185,LOAN0008760,2024-06-11,2024-06-10,400.22,400.22,240.13,160.09,Late,Check,13
PAY00004186,LOAN0000822,2023-12-31,2023-12-25,3327.22,2249.56,1349.74,899.82,Partial,Auto-Pay,0
PAY00004187,LOAN0008564,2023-07-12,2023-07-12,346.95,346.95,208.17,138.78,On-Time,Auto-Pay,0
PAY00004188,LOAN0000582,2023-01-02,2023-01-07,2181.38,2181.38,1308.83,872.55,On-Time,Check,0
PAY00004189,LOAN0009199,2024-05-26,2024-05-01,398.24,398.24,238.94,159.3,On-Time,Auto-Pay,0
PAY00004190,LOAN0005039,2023-06-14,2023-05-27,404.58,520.03,312.02,208.01,Extra,Wire,0
PAY00004191,LOAN0005996,2024-09-16,2024-09-02,27439.66,27439.66,16463.8,10975.86,On-Time,Check,0
PAY00004192,LOAN0006263,2024-06-26,2024-05-27,112.4,112.4,67.44,44.96,On-Time,ACH,0
PAY00004193,LOAN0003154,2024-02-12,2024-02-02,242.27,242.27,145.36,96.91,On-Time,Check,0
PAY00004194,LOAN0006721,2024-03-11,2024-02-27,257.16,257.16,154.3,102.86,On-Time,Wire,0
PAY00004195,LOAN0009425,2023-08-16,2023-07-30,79.08,0,0.0,0.0,Missed,ACH,0
PAY00004196,LOAN0006174,2023-10-29,2023-10-02,1087.59,1087.59,652.55,435.04,On-Time,Check,0
PAY00004197,LOAN0001521,2023-05-26,2023-05-23,359.23,359.23,215.54,143.69,Late,Online,16
PAY00004198,LOAN0007940,2023-02-12,2023-01-14,223.53,223.53,134.12,89.41,On-Time,Check,0
PAY00004199,LOAN0000905,2023-07-07,2023-06-24,319.22,319.22,191.53,127.69,On-Time,Wire,0
PAY00004200,LOAN0005334,2024-01-08,2023-12-24,786.14,786.14,471.68,314.46,On-Time,Check,0
PAY00004201,LOAN0004046,2024-08-04,2024-07-18,16603.87,16603.87,9962.32,6641.55,On-Time,Online,0
PAY00004202,LOAN0000944,2024-12-23,2024-12-04,335.32,335.32,201.19,134.13,Late,Wire,27
PAY00004203,LOAN0006724,2024-02-02,2024-01-31,3557.84,3557.84,2134.7,1423.14,On-Time,ACH,0
PAY00004204,LOAN0008573,2023-12-13,2023-11-27,261.89,261.89,157.13,104.76,On-Time,Check,0
PAY00004205,LOAN0009513,2023-06-18,2023-05-24,2494.03,2494.03,1496.42,997.61,Late,Wire,24
PAY00004206,LOAN0003165,2023-06-20,2023-06-23,838.36,838.36,503.02,335.34,On-Time,Wire,0
PAY00004207,LOAN0009281,2024-04-08,2024-03-14,1587.37,1587.37,952.42,634.95,On-Time,Online,0
PAY00004208,LOAN0001227,2024-02-07,2024-01-08,988.36,988.36,593.02,395.34,On-Time,Auto-Pay,0
PAY00004209,LOAN0006446,2024-01-18,2024-01-15,1283.23,1283.23,769.94,513.29,On-Time,Check,0
PAY00004210,LOAN0008667,2024-03-09,2024-03-10,351.93,351.93,211.16,140.77,On-Time,Online,0
PAY00004211,LOAN0002002,2023-09-13,2023-09-11,4050.96,3406.76,2044.06,1362.7,Partial,Online,0
PAY00004212,LOAN0000382,2024-10-23,2024-09-23,3303.17,3303.17,1981.9,1321.27,On-Time,Wire,0
PAY00004213,LOAN0008443,2023-11-29,2023-11-29,499.36,499.36,299.62,199.74,Late,ACH,14
PAY00004214,LOAN0005716,2023-12-20,2023-12-06,151.19,151.19,90.71,60.48,On-Time,Wire,0
PAY00004215,LOAN0003092,2023-09-07,2023-08-21,69.89,69.89,41.93,27.96,On-Time,Auto-Pay,0
PAY00004216,LOAN0006091,2024-03-31,2024-03-20,662.67,662.67,397.6,265.07,On-Time,Wire,0
PAY00004217,LOAN0008666,2023-09-20,2023-09-15,1137.75,1137.75,682.65,455.1,Late,Wire,29
PAY00004218,LOAN0002907,2023-07-07,2023-06-08,1452.72,1452.72,871.63,581.09,Late,Wire,18
PAY00004219,LOAN0006831,2024-01-30,2024-02-02,1090.03,1090.03,654.02,436.01,On-Time,ACH,0
PAY00004220,LOAN0009617,2024-10-26,2024-10-07,2604.62,2604.62,1562.77,1041.85,On-Time,Wire,0
PAY00004221,LOAN0008067,2023-01-24,2023-01-29,1242.23,1242.23,745.34,496.89,On-Time,Online,0
PAY00004222,LOAN0000020,2024-12-31,2024-12-13,5235.56,5235.56,3141.34,2094.22,On-Time,Online,0
PAY00004223,LOAN0000800,2024-08-15,2024-08-02,627.35,627.35,376.41,250.94,On-Time,ACH,0
PAY00004224,LOAN0008530,2024-01-10,2023-12-24,656.71,656.71,394.03,262.68,On-Time,ACH,0
PAY00004225,LOAN0001006,2024-12-08,2024-12-11,3067.53,0,0.0,0.0,Missed,Check,0
PAY00004226,LOAN0005941,2024-08-07,2024-08-04,813.41,813.41,488.05,325.36,Late,Check,12
PAY00004227,LOAN0009706,2023-07-30,2023-07-24,1595.06,1595.06,957.04,638.02,On-Time,ACH,0
PAY00004228,LOAN0009894,2024-06-22,2024-06-04,3910.73,3910.73,2346.44,1564.29,On-Time,Check,0
PAY00004229,LOAN0001179,2023-12-24,2023-12-12,756.99,756.99,454.19,302.8,On-Time,ACH,0
PAY00004230,LOAN0004665,2024-03-22,2024-03-20,1471.01,1471.01,882.61,588.4,Late,Online,5
PAY00004231,LOAN0004225,2023-06-02,2023-05-31,973.59,973.59,584.15,389.44,On-Time,Wire,0
PAY00004232,LOAN0003124,2024-07-07,2024-06-23,736.11,736.11,441.67,294.44,On-Time,ACH,0
PAY00004233,LOAN0004918,2023-08-11,2023-07-29,23277.05,44794.8,26876.88,17917.92,Extra,Online,0
PAY00004234,LOAN0007792,2023-02-25,2023-02-23,109.52,109.52,65.71,43.81,On-Time,ACH,0
PAY00004235,LOAN0009904,2023-01-04,2022-12-06,26402.32,26402.32,15841.39,10560.93,Late,Check,18
PAY00004236,LOAN0003624,2023-08-22,2023-08-06,1534.75,0,0.0,0.0,Missed,Auto-Pay,0
PAY00004237,LOAN0001749,2024-09-30,2024-10-03,299.86,299.86,179.92,119.94,On-Time,Auto-Pay,0
PAY00004238,LOAN0009451,2023-12-05,2023-11-15,7533.55,7533.55,4520.13,3013.42,On-Time,Auto-Pay,0
PAY00004239,LOAN0004282,2023-02-10,2023-02-12,980.41,980.41,588.25,392.16,On-Time,ACH,0
PAY00004240,LOAN0008857,2024-09-18,2024-08-26,1375.05,1375.05,825.03,550.02,On-Time,Wire,0
PAY00004241,LOAN0002818,2024-11-22,2024-11-26,570.38,570.38,342.23,228.15,On-Time,Check,0
PAY00004242,LOAN0005597,2024-08-20,2024-07-25,523.81,523.81,314.29,209.52,On-Time,Auto-Pay,0
PAY00004243,LOAN0002453,2023-03-19,2023-02-23,121535.93,121535.93,72921.56,48614.37,On-Time,Wire,0
PAY00004244,LOAN0009371,2023-02-22,2023-02-07,488.67,488.67,293.2,195.47,On-Time,Online,0
PAY00004245,LOAN0004436,2024-02-22,2024-02-25,1908.84,1908.84,1145.3,763.54,On-Time,Check,0
PAY00004246,LOAN0007271,2023-11-12,2023-11-14,1821.21,1821.21,1092.73,728.48,Late,Check,12
PAY00004247,LOAN0000342,2023-04-25,2023-04-19,1416.73,1416.73,850.04,566.69,On-Time,Wire,0
PAY00004248,LOAN0002681,2024-02-25,2024-02-25,25964.07,25964.07,15578.44,10385.63,On-Time,ACH,0
PAY00004249,LOAN0008400,2024-11-22,2024-11-10,3453.16,3453.16,2071.9,1381.26,On-Time,Wire,0
PAY00004250,LOAN0000580,2024-11-12,2024-11-16,1111.05,0,0.0,0.0,Missed,Check,0
PAY00004251,LOAN0005085,2023-07-26,2023-07-14,708.21,708.21,424.93,283.28,On-Time,ACH,0
PAY00004252,LOAN0008632,2023-01-02,2022-12-07,124.99,124.99,74.99,50.0,On-Time,Online,0
PAY00004253,LOAN0001090,2024-04-10,2024-04-10,18306.8,18306.8,10984.08,7322.72,Late,Check,0
PAY00004254,LOAN0009849,2024-10-19,2024-09-26,357.54,357.54,214.52,143.02,On-Time,ACH,0
PAY00004255,LOAN0002489,2024-11-29,2024-11-09,2080.13,2080.13,1248.08,832.05,On-Time,Check,0
PAY00004256,LOAN0008342,2023-09-17,2023-09-15,13388.25,13388.25,8032.95,5355.3,Late,ACH,0
PAY00004257,LOAN0001965,2023-05-04,2023-05-08,241.44,241.44,144.86,96.58,On-Time,Online,0
PAY00004258,LOAN0008957,2024-05-17,2024-05-19,1437.93,1437.93,862.76,575.17,Late,Online,11
PAY00004259,LOAN0005973,2023-02-18,2023-01-21,4220.33,4220.33,2532.2,1688.13,On-Time,ACH,0
PAY00004260,LOAN0007490,2023-05-10,2023-05-04,707.12,466.06,279.64,186.42,Partial,Wire,0
PAY00004261,LOAN0007794,2024-02-16,2024-02-19,2077.37,2077.37,1246.42,830.95,On-Time,Auto-Pay,0
PAY00004262,LOAN0009248,2024-09-06,2024-08-23,11864.25,11864.25,7118.55,4745.7,On-Time,Auto-Pay,0
PAY00004263,LOAN0002166,2023-06-27,2023-06-21,791.9,791.9,475.14,316.76,On-Time,Online,0
PAY00004264,LOAN0003247,2023-09-19,2023-09-21,478.49,478.49,287.09,191.4,On-Time,Online,0
PAY00004265,LOAN0008844,2024-03-17,2024-02-23,1195.62,1195.62,717.37,478.25,On-Time,ACH,0
PAY00004266,LOAN0009492,2024-03-24,2024-03-21,432.78,798.54,479.12,319.42,Extra,Auto-Pay,0
PAY00004267,LOAN0000880,2024-03-29,2024-03-28,6411.46,6411.46,3846.88,2564.58,On-Time,Wire,0
PAY00004268,LOAN0006627,2024-03-06,2024-02-27,1561.63,1561.63,936.98,624.65,On-Time,Wire,0
PAY00004269,LOAN0008787,2023-10-07,2023-09-09,242.18,242.18,145.31,96.87,On-Time,Wire,0
PAY00004270,LOAN0000179,2024-01-15,2024-01-05,575.82,575.82,345.49,230.33,On-Time,ACH,0
PAY00004271,LOAN0005027,2024-09-05,2024-09-03,66933.67,66933.67,40160.2,26773.47,On-Time,Auto-Pay,0
PAY00004272,LOAN0003239,2023-11-16,2023-11-14,795.35,795.35,477.21,318.14,Late,Check,0
PAY00004273,LOAN0007409,2024-10-09,2024-10-03,7110.05,7110.05,4266.03,2844.02,Late,ACH,2
PAY00004274,LOAN0008060,2024-02-29,2024-02-11,31772.96,31772.96,19063.78,12709.18,Late,Auto-Pay,6
PAY00004275,LOAN0008464,2024-05-23,2024-05-02,1372.92,1372.92,823.75,549.17,On-Time,ACH,0
PAY00004276,LOAN0008415,2024-12-12,2024-11-15,2055.79,792.86,475.72,317.14,Partial,Wire,0
PAY00004277,LOAN0009429,2024-04-26,2024-04-21,8046.43,8046.43,4827.86,3218.57,On-Time,Wire,0
PAY00004278,LOAN0004702,2024-11-09,2024-11-05,514.31,514.31,308.59,205.72,On-Time,ACH,0
PAY00004279,LOAN0009256,2023-12-17,2023-11-28,5127.76,5127.76,3076.66,2051.1,On-Time,Online,0
PAY00004280,LOAN0007551,2024-06-26,2024-06-21,8925.59,5003.51,3002.11,2001.4,Partial,ACH,0
PAY00004281,LOAN0002552,2024-03-12,2024-02-26,3099.44,5577.66,3346.6,2231.06,Extra,ACH,0
PAY00004282,LOAN0008179,2024-05-04,2024-04-27,310.18,310.18,186.11,124.07,On-Time,Auto-Pay,0
PAY00004283,LOAN0001213,2023-04-22,2023-04-20,17660.68,17660.68,10596.41,7064.27,On-Time,Check,0
PAY00004284,LOAN0008464,2023-11-09,2023-10-19,1372.92,558.87,335.32,223.55,Partial,Online,0
PAY00004285,LOAN0004191,2023-01-29,2023-01-30,955.94,955.94,573.56,382.38,Late,ACH,17
PAY00004286,LOAN0002296,2024-01-05,2023-12-25,659.24,659.24,395.54,263.7,Late,ACH,15
PAY00004287,LOAN0006071,2023-04-07,2023-03-12,2478.46,0,0.0,0.0,Missed,ACH,0
PAY00004288,LOAN0000140,2023-02-14,2023-01-29,4296.67,4296.67,2578.0,1718.67,On-Time,Auto-Pay,0
PAY00004289,LOAN0009589,2024-04-18,2024-04-12,880.39,880.39,528.23,352.16,On-Time,Auto-Pay,0
PAY00004290,LOAN0003682,2023-04-18,2023-04-03,1102.13,1102.13,661.28,440.85,On-Time,Online,0
PAY00004291,LOAN0002369,2023-04-25,2023-04-15,1103.5,1103.5,662.1,441.4,On-Time,Check,0
PAY00004292,LOAN0008649,2023-01-21,2022-12-23,657.11,325.81,195.49,130.32,Partial,Auto-Pay,0
PAY00004293,LOAN0002296,2023-09-29,2023-09-16,659.24,659.24,395.54,263.7,On-Time,Wire,0
PAY00004294,LOAN0003823,2024-05-01,2024-04-13,1347.3,1347.3,808.38,538.92,On-Time,ACH,0
PAY00004295,LOAN0009092,2023-12-22,2023-11-24,762.72,907.68,544.61,363.07,Extra,ACH,0
PAY00004296,LOAN0005742,2024-12-22,2024-11-28,673.11,673.11,403.87,269.24,On-Time,Check,0
PAY00004297,LOAN0009034,2023-03-01,2023-02-02,2431.07,2431.07,1458.64,972.43,On-Time,Check,0
PAY00004298,LOAN0006617,2023-08-23,2023-08-03,271.18,271.18,162.71,108.47,On-Time,Auto-Pay,0
PAY00004299,LOAN0007241,2024-09-26,2024-09-06,54059.55,54059.55,32435.73,21623.82,On-Time,ACH,0
PAY00004300,LOAN0003452,2023-07-13,2023-07-03,239.82,100.58,60.35,40.23,Partial,Auto-Pay,0
PAY00004301,LOAN0009952,2024-12-23,2024-11-26,5778.49,5778.49,3467.09,2311.4,On-Time,Check,0
PAY00004302,LOAN0005995,2024-05-17,2024-04-28,2195.18,2195.18,1317.11,878.07,On-Time,Online,0
PAY00004303,LOAN0009687,2023-04-22,2023-04-15,6612.45,6612.45,3967.47,2644.98,Late,Wire,3
PAY00004304,LOAN0006942,2024-01-13,2024-01-01,3975.88,3975.88,2385.53,1590.35,On-Time,Wire,0
PAY00004305,LOAN0007576,2024-04-21,2024-04-15,609.95,811.39,486.83,324.56,Extra,Wire,0
PAY00004306,LOAN0007612,2024-01-27,2024-01-08,462.14,462.14,277.28,184.86,On-Time,Online,0
PAY00004307,LOAN0000062,2024-08-27,2024-08-14,8788.53,8788.53,5273.12,3515.41,Late,ACH,18
PAY00004308,LOAN0008577,2023-11-26,2023-11-07,13840.92,24247.22,14548.33,9698.89,Extra,Wire,0
PAY00004309,LOAN0005227,2024-08-06,2024-07-10,1197.94,897.09,538.25,358.84,Partial,Online,0
PAY00004310,LOAN0003378,2024-04-29,2024-04-20,5525.64,5525.64,3315.38,2210.26,On-Time,Auto-Pay,0
PAY00004311,LOAN0008232,2024-07-17,2024-07-05,939.8,939.8,563.88,375.92,On-Time,Auto-Pay,0
PAY00004312,LOAN0008464,2023-05-03,2023-04-19,1372.92,1372.92,823.75,549.17,On-Time,Auto-Pay,0
PAY00004313,LOAN0009054,2024-07-14,2024-06-17,263.69,263.69,158.21,105.48,On-Time,ACH,0
PAY00004314,LOAN0007307,2024-02-29,2024-03-04,604.02,604.02,362.41,241.61,Late,Check,0
PAY00004315,LOAN0007135,2024-01-20,2024-01-15,787.21,787.21,472.33,314.88,Late,Wire,12
PAY00004316,LOAN0005400,2024-03-28,2024-03-19,1967.07,1967.07,1180.24,786.83,On-Time,ACH,0
PAY00004317,LOAN0007618,2024-02-12,2024-02-14,998.8,998.8,599.28,399.52,On-Time,Check,0
PAY00004318,LOAN0001517,2024-11-20,2024-11-01,2069.18,2069.18,1241.51,827.67,On-Time,Auto-Pay,0
PAY00004319,LOAN0001621,2024-03-01,2024-03-01,722.14,722.14,433.28,288.86,On-Time,Auto-Pay,0
PAY00004320,LOAN0001711,2023-04-21,2023-04-19,1091.15,1091.15,654.69,436.46,On-Time,Auto-Pay,0
PAY00004321,LOAN0001134,2023-07-04,2023-07-02,241.62,241.62,144.97,96.65,On-Time,Check,0
PAY00004322,LOAN0003452,2023-03-12,2023-02-12,239.82,239.82,143.89,95.93,Late,Auto-Pay,8
PAY00004323,LOAN0006901,2024-04-01,2024-03-22,8590.42,8590.42,5154.25,3436.17,On-Time,Wire,0
PAY00004324,LOAN0000872,2023-06-13,2023-06-10,12489.21,0,0.0,0.0,Missed,Check,0
PAY00004325,LOAN0000684,2024-10-03,2024-09-13,736.07,736.07,441.64,294.43,Late,Wire,6
PAY00004326,LOAN0005176,2023-07-24,2023-07-26,254.52,254.52,152.71,101.81,On-Time,Online,0
PAY00004327,LOAN0004573,2024-12-26,2024-12-20,7744.72,7744.72,4646.83,3097.89,On-Time,Wire,0
PAY00004328,LOAN0001293,2023-08-15,2023-08-11,4198.37,4198.37,2519.02,1679.35,On-Time,Wire,0
PAY00004329,LOAN0008438,2024-04-26,2024-04-06,208.86,208.86,125.32,83.54,On-Time,Check,0
PAY00004330,LOAN0001966,2023-01-13,2023-01-01,346.63,346.63,207.98,138.65,Late,ACH,15
PAY00004331,LOAN0009551,2023-01-21,2023-01-18,7887.83,7887.83,4732.7,3155.13,On-Time,Check,0
PAY00004332,LOAN0009914,2023-10-14,2023-09-27,639.29,639.29,383.57,255.72,Late,Check,24
PAY00004333,LOAN0006311,2024-03-03,2024-02-24,22887.21,22887.21,13732.33,9154.88,On-Time,Online,0
PAY00004334,LOAN0004443,2023-12-19,2023-12-11,13514.18,13514.18,8108.51,5405.67,On-Time,Auto-Pay,0
PAY00004335,LOAN0005014,2023-12-20,2023-12-08,903.79,903.79,542.27,361.52,On-Time,Check,0
PAY00004336,LOAN0007654,2024-08-30,2024-08-16,419.61,419.61,251.77,167.84,On-Time,Auto-Pay,0
PAY00004337,LOAN0000814,2024-11-13,2024-10-27,3989.24,2686.88,1612.13,1074.75,Partial,Auto-Pay,0
PAY00004338,LOAN0000637,2023-07-06,2023-06-15,885.46,1023.45,614.07,409.38,Extra,ACH,0
PAY00004339,LOAN0003239,2024-09-07,2024-08-27,795.35,795.35,477.21,318.14,Late,Online,6
PAY00004340,LOAN0009526,2023-09-15,2023-08-24,39560.19,39560.19,23736.11,15824.08,On-Time,Check,0
PAY00004341,LOAN0008662,2024-02-25,2024-02-29,161776.84,161776.84,97066.1,64710.74,Late,Auto-Pay,18
PAY00004342,LOAN0003452,2024-07-06,2024-06-17,239.82,239.82,143.89,95.93,On-Time,Online,0
PAY00004343,LOAN0002614,2023-01-13,2022-12-25,833.58,833.58,500.15,333.43,On-Time,Auto-Pay,0
PAY00004344,LOAN0000612,2023-08-16,2023-08-12,230.75,0,0.0,0.0,Missed,Online,0
